,pair1,pair2,tvl,apr,network,apy,type_of_agriculture,dex,date,#,Indiv. Assesment,Audit Score,RugDoc,Farm Name,Farm Symbol,Farm Url,rugdoc_url
29,1INCH,USDC,1.1085891448,0.38033039999999996,ETH,,POOL,Uniswap,2021-06-16,,,,,,,,
30,1INCH,USDT,"121,938",107.61,BSC,192.8577533253796,FARM,https://babyswap.finance/ilo,2021-06-16,,,,,,,,
31,1INCH,VSP,5641427.52,0.00,ETH,0.0,FARM,https://1inch.exchange/#/dao/farming,2021-06-16,,,,,,,,
32,1INCH,kmUSDC,0,,ETH,,FARM,SUSHI,2021-06-16,,,,,,,,
33,1INCH,kmWETH,0,,ETH,,FARM,SUSHI,2021-06-16,,,,,,,,
34,1ONE,ETH,197.8707735065,1.2397871999999999,ETH,,POOL,Sushi,2021-06-16,,,,,,,,
35,1UP,ETH,0.4688921379,0.27431196,ETH,,POOL,Uniswap,2021-06-16,,,,,,,,
36,2GT,USDT,25.9257907685,1.12040016,ETH,,POOL,Sushi,2021-06-16,,,,,,,,
37,2KEY,DAI,8.189941952,1.348821,ETH,,POOL,Uniswap,2021-06-16,,,,,,,,
38,2KEY,ETH,77.1300618315,0.9954314400000001,ETH,,POOL,Uniswap,2021-06-16,,,,,,,,
39,2KEY,ETH,0.0143307172,0.0035435999999999996,ETH,,POOL,Sushi,2021-06-16,,,,,,,,
40,3EPS,,544237.36,23.47,BSC,26.443397907533562,FARM,https://app.swamp.finance,2021-06-16,,,,,,,,
41,3EPS,,336484318.04,15.77,BSC,17.077502294999558,FARM,https://ellipsis.finance,2021-06-16,,,,,,,,
42,3FROYO,,467935.07,51.61,FANTOM,67.4869862041311,FARM,https://frozenyogurt.finance,2021-06-16,,,,,,,,
43,3NRV-LP,,218841237.16,5.42,BSC,5.569147232257765,FARM,https://nerve.fi,2021-06-16,,,,,,,,
44,4Belt,,0.00,0,BSC,0.0,FARM,https://autofarm.network,2021-06-16,,,,,,,,
45,4Belt,,0.00,0,BSC,0.0,FARM,https://beta.belt.fi,2021-06-16,,,,,,,,
46,4Belt,,0.00,0,BSC,0.0,FARM,https://app.swamp.finance,2021-06-16,,,,,,,,
47,4Belt,,0.00,0,BSC,0.0,FARM,https://blue.planetfinance.io,2021-06-16,,,,some,Blue - PlanetFinance,AQUA,https://blue.planetfinance.io,https://rugdoc.io/project/planetfinance/
48,69C,ETH,0.5518765783,0.08908811999999999,ETH,,POOL,Uniswap,2021-06-16,,,,,,,,
49,888,BNB,845.35,253.02,BSC,1144.6887307094,FARM,https://glacierswap.org/farms/,2021-06-16,,,,,,,,
50,88MPH,DAI,6.7972108559,0.07637052,ETH,,POOL,Sushi,2021-06-16,,,,,,,,
51,88MPH,HARVEST,0.0,0.0,ETH,,POOL,Sushi,2021-06-16,,,,,,,,
52,88MPH,UNI,5.9239437399,0.0,ETH,,POOL,Sushi,2021-06-16,,,,,,,,
53,88MPH,UNI,26.571849697,2.78224632,ETH,,POOL,Sushi,2021-06-16,,,,,,,,
54,89SA,ETH,3.998762313,5.15366652,ETH,,POOL,Sushi,2021-06-16,,,,,,,,
55,A010,BNB,2883.25,2.23,BSC,2.254980705897247,FARM,https://dollar.supra.finance,2021-06-16,,,,,,,,
56,AAH,ETH,97.096252778,7.85103612,ETH,,POOL,Uniswap,2021-06-16,,,,,,,,
57,AAVE,,198.35,216.26,MATIC,763.8410236926225,FARM,https://polyvolve.finance,2021-06-16,,,,some,Polyvolve,SPEAR,https://polyvolve.finance,https://rugdoc.io/project/polyvolve-finance/
58,AAVE,,24633.32,125.39,MATIC,249.64603634504417,FARM,https://polygaj.finance,2021-06-16,x,,,some,Polygaj,GAJ,https://polygaj.finance,https://rugdoc.io/project/polygaj-finance/
59,AAVE,,29310.76,0,MATIC,0.0,FARM,https://www.polycake.finance,2021-06-16,x,,,some,Polycake,PCAKE,https://www.polycake.finance,https://rugdoc.io/project/polycake-finance/
60,AAVE,,47.58,0,MATIC,0.0,FARM,https://polyrangers.finance,2021-06-16,,,,some,Polyrangers,RNG,https://polyrangers.finance,https://rugdoc.io/project/polyrangers-poly/
61,AAVE,,1825.41,134.95,MATIC,284.59144603904355,FARM,https://polyfi.io,2021-06-16,,,,low,Polyfi,PolyFi,https://polyfi.io,https://rugdoc.io/project/polyfi-polygon/
62,AAVE,,3559.42,0,MATIC,0.0,FARM,https://polylion.exchange,2021-06-16,x,,,low,Polylion,LION,https://polylion.exchange,https://rugdoc.io/project/polylion/
63,AAVE,,2267.58,152.46,MATIC,357.87439891195464,FARM,https://www.orcinuslabs.ca,2021-06-16,,,,low,Orcinus,ORCA,https://www.orcinuslabs.ca,https://rugdoc.io/project/orcinuslabs/
64,AAVE,,3252.50,76.59,MATIC,114.92040340075569,FARM,https://polywolf.finance,2021-06-16,,,,some,PolyWolf,WOLF,https://polywolf.finance,https://rugdoc.io/project/polywolf/
65,AAVE,,67.33,325.36,MATIC,2451.2903738995756,FARM,https://www.polygoat.finance,2021-06-16,,,,high,Polygoat,GOAT,https://www.polygoat.finance,https://rugdoc.io/project/polygoat/
66,AAVE,,34489.76,63.35,MATIC,88.31593633427532,FARM,https://www.moonwolf.io,2021-06-16,,,,,,,,
67,AAVE,,0.00,0,MATIC,0.0,FARM,https://polycrab.finance,2021-06-16,,,,some,Polycrab,CRAB,https://polycrab.finance,https://rugdoc.io/project/polycrab/
68,AAVE,,171.53,350.34,MATIC,3167.771602593666,FARM,https://polybear.exchange,2021-06-16,,,,low,Polybear,BEAR,https://polybear.exchange,https://rugdoc.io/project/polybear/
69,AAVE,,8834.82,346.70,MATIC,3052.0485137496034,FARM,https://www.smellycat.finance,2021-06-16,,,,low,Smellycat,PUSSY,https://www.smellycat.finance,https://rugdoc.io/project/smellycat-finance/
70,AAVE,,341.65,159.28,MATIC,390.0487641975632,FARM,https://www.polyswan.finance,2021-06-16,,,,low,Polyswan,SWAN,https://www.polyswan.finance,https://rugdoc.io/project/polyswan/
71,AAVE,,95576.03,42.28,MATIC,52.58556160749603,FARM,https://polypingu.finance,2021-06-16,x,,,some,PolyPingu,PINGU,https://polypingu.finance,https://rugdoc.io/project/polypingu/
72,AAVE,,25516.97,70.18,MATIC,101.60218213231813,FARM,https://polygon.prismfinance.net,2021-06-16,x,,,low,Prism,PRISM,https://polygon.prismfinance.net,https://rugdoc.io/project/prism-finance/
73,AAVE,,1898.36,129.50,MATIC,264.2637928632861,FARM,https://polymouse.finance,2021-06-16,,,,low,Polymouse,MICE,https://polymouse.finance,https://rugdoc.io/project/polymouse/
74,AAVE,,1913.53,58.14,MATIC,78.7713522990502,FARM,https://www.polytiger.com/,2021-06-16,,,,,,,,
75,AAVE,,6854.74,141.21,MATIC,309.3398203678952,FARM,https://polydeer.finance,2021-06-16,,,,low,Polydeer,DEER,https://polydeer.finance,https://rugdoc.io/project/polydeer-finance/
76,AAVE,,6854.74,423.63,MATIC,6648.495545230452,FARM,https://polydeer.finance,2021-06-16,,,,low,Polydeer,DEER,https://polydeer.finance,https://rugdoc.io/project/polydeer-finance/
77,AAVE,,6854.74,1129.67,MATIC,6787308.989482921,FARM,https://polydeer.finance,2021-06-16,,,,low,Polydeer,DEER,https://polydeer.finance,https://rugdoc.io/project/polydeer-finance/
78,AAVE,,1758.38,37.03,MATIC,44.789718769261256,FARM,https://avengers.exchange,2021-06-16,,,,low,Avengers,SHIELD,https://avengers.exchange,https://rugdoc.io/project/avengers-exchange/
79,AAVE,,3242.13,117899.79,MATIC,4.160561183313736e+230,FARM,https://polypup.finance,2021-06-16,,,,low,PolyPup,PUP,https://polypup.finance,https://rugdoc.io/project/polypup-finance/
80,AAVE,,2879.14,64.26,MATIC,90.03441455149917,FARM,https://polygon.space-defi.com/,2021-06-16,,,,,,,,
81,AAVE,,63779.31,10445456.55,MATIC,,FARM,https://polysnow.farm,2021-06-16,,,,low,PolySnowFarm,SNOW,https://polysnow.farm,https://rugdoc.io/project/polysnow-farm/
82,AAVE,,22498.39,126485.58,ETH,1.5759992691015065e+239,FARM,https://www.bigdataprotocol.com/datavault,2021-06-16,,,,,,,,
83,AAVE,,27872376.62,15.85,ETH,17.171161186987447,FARM,https://dao.universe.xyz/yield-farming,2021-06-16,,,,,,,,
84,AAVE,,236.07,92.45,FANTOM,151.7663152914591,FARM,https://klingftm.borgswap.exchange,2021-06-16,,,,low,Borgswap,KLING,https://klingftm.borgswap.exchange,https://rugdoc.io/project/borgswap-kling/
85,AAVE,AVAX,2853497.21,30.75,AVAX,35.98447564914107,FARM,https://app.pangolin.exchange/#/png,2021-06-16,,,,,,,,
86,AAVE,BNB,2054880.03,67.91,BSC,97.08581035195314,FARM,https://apeswap.finance,2021-06-16,,,,some,Apeswap,BANANA,https://apeswap.finance,https://rugdoc.io/project/apeswap/
87,AAVE,BNB,78.55,924.67,BSC,924102.2220579789,FARM,https://app.gametoken.finance,2021-06-16,,,,low,Gametoken,GME,https://app.gametoken.finance,https://rugdoc.io/project/gametoken/
88,AAVE,BRSK,1150.48,3867.94,MATIC,9.256759338962788e+17,FARM,https://berserkfinance.com,2021-06-16,,,,low,BerserkFinance,BRSK,https://berserkfinance.com,https://rugdoc.io/project/berserk-finance/
89,AAVE,ELK,6496.97,88.56,FANTOM,142.1839483128954,FARM,https://app.elk.finance,2021-06-16,,,,,,,,
90,AAVE,ETH,32794424.81,0.82,ETH,0.8233619216771793,FARM,https://www.bao.finance,2021-06-16,,,,,,,,
91,AAVE,ETH,"132,096,732",10.31,ETH,10.858612443712001,FARM,SUSHI,2021-06-16,,,,,,,,
92,AAVE,ETH,6056474.32,123.66,MATIC,243.66939657028556,FARM,https://app.wault.finance/polygon,2021-06-16,,,,,,,,
93,AAVE,ETH,50841.9781587167,1.9611871200000004,ETH,,POOL,Sushi,2021-06-16,,,,,,,,
94,AAVE,ETH,12499.4043738822,3.49063812,ETH,,POOL,Uniswap,2021-06-16,,,,,,,,
95,AAVE,FTM,1336067.77,70.71,FANTOM,102.67144106594839,FARM,https://spookyswap.finance,2021-06-16,x,,,low,Spooky,boo,https://spookyswap.finance,https://rugdoc.io/project/spookyswap/
96,AAVE,FTM,1337513.12,0.14,FANTOM,0.1400977768846401,FARM,https://strd.finance,2021-06-16,,,,,,,,
97,AAVE,FTM,273021.75,0,FANTOM,0.0,FARM,https://strd.finance,2021-06-16,,,,,,,,
98,AAVE,FTM,1331420.59,10.64,FANTOM,11.224944848512841,FARM,https://frankenstein.finance,2021-06-16,,,,high,Frankenstein,FRANK,https://frankenstein.finance,https://rugdoc.io/project/frankenstein/
99,AAVE,FTM,272405.01,92.39,FANTOM,151.61568210823378,FARM,https://waka.finance,2021-06-16,x,,,high,Waka,WAKA,https://waka.finance,https://rugdoc.io/project/waka-ftm/
100,AAVE,FTM,54858.19,594.21,FANTOM,36194.479281076005,FARM,https://www.operaswap.finance,2021-06-16,,,,some,Opera,OPERA,https://www.operaswap.finance,https://rugdoc.io/project/operaswap-finance/
101,AAVE,MUST,10445.15,0.00,MATIC,0.0,FARM,https://swap.cometh.io/#/stake,2021-06-16,,,,,,,,
102,AAVE,PNG,225437.50,94.72,AVAX,157.53181958884696,FARM,https://app.pangolin.exchange/#/png,2021-06-16,,,,,,,,
103,AAVE,USDC,77241.37,77.61,FANTOM,117.11914159960584,FARM,https://www.liquiddriver.finance,2021-06-16,,,,,,,,
104,AAVE,USDC,76222.73,115.96,FANTOM,218.28017916726137,FARM,https://klingftm.borgswap.exchange,2021-06-16,,,,low,Borgswap,KLING,https://klingftm.borgswap.exchange,https://rugdoc.io/project/borgswap-kling/
105,AAVE,USDT,"87,689",149.65,BSC,345.23877917612947,FARM,https://babyswap.finance/ilo,2021-06-16,,,,,,,,
106,AAVE,WMATIC,313494.06,62.43,MATIC,86.59432759771005,FARM,https://farm.polyzap.finance,2021-06-16,x,,,low,Polyzap,PZAP,https://farm.polyzap.finance,https://rugdoc.io/project/polyzap-poly/
107,AAVE,kmUSDC,0,,ETH,,FARM,SUSHI,2021-06-16,,,,,,,,
108,ABRA,,1518.55,180.58,BSC,505.78059127905357,FARM,https://abrakadabra.tech,2021-06-16,,,,some,Abrakadabra,ABRA,https://abrakadabra.tech,https://rugdoc.io/project/abrakadabra/
109,ABRA,BNB,1109.57,494.29,BSC,13460.283401643292,FARM,https://abrakadabra.tech,2021-06-16,,,,some,Abrakadabra,ABRA,https://abrakadabra.tech,https://rugdoc.io/project/abrakadabra/
110,ABRA,BUSD,1151.69,952.43,BSC,1211348.1468623094,FARM,https://abrakadabra.tech,2021-06-16,,,,some,Abrakadabra,ABRA,https://abrakadabra.tech,https://rugdoc.io/project/abrakadabra/
111,ABS,,347720.72,0.00,BSC,0.0,FARM,https://absorber.finance,2021-06-16,,,,,,,,
112,ABS,1INCH,6.32,0.00,BSC,0.0,FARM,https://absorber.finance,2021-06-16,,,,,,,,
113,ABS,BNB,3145.12,0.00,BSC,0.0,FARM,https://absorber.finance,2021-06-16,,,,,,,,
114,ABS,BUSD,4100.55,0.00,BSC,0.0,FARM,https://absorber.finance,2021-06-16,,,,,,,,
115,ABS,Cake,1162.51,0.00,BSC,0.0,FARM,https://absorber.finance,2021-06-16,,,,,,,,
116,ABYSS,ETH,265.4263417547,1.5390722399999999,ETH,,POOL,Uniswap,2021-06-16,,,,,,,,
117,AC,ETH,174.5681573068,0.90627804,ETH,,POOL,Uniswap,2021-06-16,,,,,,,,
118,ACG,ETH,0.0162295784,0.02306028,ETH,,POOL,Sushi,2021-06-16,,,,,,,,
119,ACORN,,0.00,0,MATIC,0.0,FARM,https://lumberjack.finance,2021-06-16,,,,low,Lumberjack,ACORN,https://lumberjack.finance,https://rugdoc.io/project/lumberjack/
120,ACORN,USDC,161.88,748.63,MATIC,165235.25246082837,FARM,https://lumberjack.finance,2021-06-16,,,,low,Lumberjack,ACORN,https://lumberjack.finance,https://rugdoc.io/project/lumberjack/
121,ACS,BNB,9295.58,0.00,BSC,0.0,FARM,https://app.acryptos.com,2021-06-16,,,,,,,,
122,ACS,SXP,598495.93,0.36,BSC,0.36064699656765953,FARM,https://swipe.org/farm,2021-06-16,,,,,,,,
123,ACS4IRON,,7513137.35,104.78,BSC,184.7094271235874,FARM,https://iron.finance/,2021-06-16,,,,,,,,
124,ACXT,DGCL,11.1615767033,7.78107348,ETH,,POOL,Sushi,2021-06-16,,,,,,,,
125,ACXWIN-KB,,0.00,0,BSC,0.0,FARM,https://xwin.finance,2021-06-16,,,,,,,,
126,ADA,,10350.40,0.00,BSC,0.0,FARM,https://www.goosedefi.com,2021-06-16,,,,,Goose,GOOSE,https://www.goosedefi.com,https://www.certik.org/projects/ramenswap
127,ADA,,182381.64,0,BSC,0.0,FARM,https://www.goosedefi.com,2021-06-16,,,,,Goose,GOOSE,https://www.goosedefi.com,https://www.certik.org/projects/ramenswap
128,ADA,,2704.61,0.00,BSC,0.0,FARM,http://slime.finance,2021-06-16,,,,low,Slime,SLIME,http://slime.finance,https://rugdoc.io/project/slime/
129,ADA,,333221.90,28.56,BSC,33.041153893660024,FARM,https://koaladefi.finance/,2021-06-16,,,,,,,,
130,ADA,,4724.61,306.47,BSC,2015.5613580722231,FARM,https://brickchain.finance,2021-06-16,,,,low,Brickchain,BRICK,https://brickchain.finance,https://rugdoc.io/project/brickchain/
131,ADA,,134.79,202.31,BSC,651.9606983422364,FARM,https://www.jiggly.finance,2021-06-16,,,,low,Jiggly,JIGG,https://www.jiggly.finance,https://rugdoc.io/project/jiggly/
132,ADA,,96366.08,25.86,BSC,29.499707321303426,FARM,https://app.hyruleswap.com,2021-06-16,x,,,low,Hyrule,RUPEE,https://app.hyruleswap.com,https://rugdoc.io/project/hyruleswap/
133,ADA,,2704.61,0.00,BSC,0.0,FARM,https://biscuitfarm.finance,2021-06-16,,,,,,,,
134,ADA,,4199.00,20.61,BSC,22.880460865345185,FARM,https://mooncakeswap.finance,2021-06-16,,,,low,Mooncake,MCAKE,https://mooncakeswap.finance,https://rugdoc.io/project/mooncakeswap/
135,ADA,,187.16,234.66,BSC,937.1783369032947,FARM,https://app.comos.finance/,2021-06-16,,,,,,,,
136,ADA,,149.47,366.93,BSC,3751.2357819273852,FARM,https://abrakadabra.tech,2021-06-16,,,,some,Abrakadabra,ABRA,https://abrakadabra.tech,https://rugdoc.io/project/abrakadabra/
137,ADA,,66.36,38.02,BSC,46.22876908085316,FARM,https://farm.borgswap.exchange,2021-06-16,,,,low,BorgSwap,KLING,https://farm.borgswap.exchange,https://rugdoc.io/project/borg-ftm-bsc/
138,ADA,,6521.86,20.89,BSC,23.224812261465555,FARM,https://lokum.finance,2021-06-16,,,,high,Lokum,LKM,https://lokum.finance,https://rugdoc.io/project/lokum-finance/
139,ADA,,16628.72,16.80,BSC,18.289088966620028,FARM,https://limeswap.io,2021-06-16,x,,,low,Lime,LIME,https://limeswap.io,https://rugdoc.io/project/limeswap-io/
140,ADA,,168398.20,76.23,BSC,114.1496914879002,FARM,https://caramelswap.finance,2021-06-16,x,,,some,Caramel,CARAMEL,https://caramelswap.finance,https://rugdoc.io/project/caramelswap-finance/
141,ADA,,6109.72,46.11,BSC,58.53560099829798,FARM,https://degentoken.finance,2021-06-16,,,,some,Degen,DGNZ,https://degentoken.finance,https://rugdoc.io/project/degen/
142,ADA,,507310.94,68.66,BSC,98.56672991238891,FARM,https://app.barbecueswapfinance.com,2021-06-16,,,,low,Barbecue Swap,BBQ,https://app.barbecueswapfinance.com,https://rugdoc.io/project/barbecueswap-finance/
143,ADA,,3831.23,98.21,BSC,166.65382736097922,FARM,https://vanillacake.farm,2021-06-16,x,,,some,Vanillacake,VCAKE,https://vanillacake.farm,https://rugdoc.io/project/vanillacake/
144,ADA,,82257.25,15.62,BSC,16.902093057333545,FARM,https://garudaswap.finance,2021-06-16,x,,,some,Garuda,GARUDA,https://garudaswap.finance,https://rugdoc.io/project/garudaswap/
145,ADA,,1734.76,46.48,BSC,59.12252343308686,FARM,https://www.elixir-swap.io,2021-06-16,,,,high,Elixir,ELXR,https://www.elixir-swap.io,https://rugdoc.io/project/elixir-swap/
146,ADA,,7658.31,3.87,BSC,3.9456466858347916,FARM,https://www.grizzlyswap.com,2021-06-16,,,,low,Grizzly,GRZ,https://www.grizzlyswap.com,https://rugdoc.io/project/grizzlyswap/
147,ADA,,3884.86,531084.57,BSC,,FARM,https://mayoswap.com,2021-06-16,,,,high,Mayo,MAYO,https://mayoswap.com,https://rugdoc.io/project/mayoswap/
148,ADA,,6540.81,106.72,BSC,190.27044626979782,FARM,https://pearldefi.com,2021-06-16,,,,low,Pearl Defi,PEARL,https://pearldefi.com,https://rugdoc.io/project/pearl-defi/
149,ADA,,17485.13,126.00,BSC,251.77803121506682,FARM,https://www.andromedadefi.com,2021-06-16,,,,low,Andromeda,ADR,https://www.andromedadefi.com,https://rugdoc.io/project/andromeda/
150,ADA,,31708.00,13588.37,BSC,1.4691717576684673e+52,FARM,https://www.venomswap.net,2021-06-16,,,,low,VenomSwap,VENOM,https://www.venomswap.net,https://rugdoc.io/project/venom-swap/
151,ADA,,25163.17,126.82,BSC,254.66443276097266,FARM,https://www.blacksheepdefi.com,2021-06-16,,,,low,Blacksheep,BLACKSHEEP,https://www.blacksheepdefi.com,https://rugdoc.io/project/blacksheep-finance/
152,ADA,,285896.58,13.76,BSC,14.748669700239159,FARM,https://gocerberus.finance,2021-06-16,x,,,low,Cerberus,CERBERUS,https://gocerberus.finance,https://rugdoc.io/project/gocerberus/
153,ADA,BBKFI,9090.35,214.76,BSC,751.0550349618374,FARM,https://bitblocks.finance,2021-06-16,,,,low,BitBlocks,BBKFI,https://bitblocks.finance,https://rugdoc.io/project/bitblocks/
154,ADA,BBOO,10492.61,285.01,BSC,1609.9172930040563,FARM,https://pandayield.com,2021-06-16,,,,,,,,
155,ADA,BNB,22279911.85,22.33,BSC,25.01102188624975,FARM,https://pancakeswap.finance,2021-06-16,x,,,least,Pancake,CAKE,https://pancakeswap.finance,https://rugdoc.io/project/pancakeswap/
156,ADA,BNB,8671972.71,32.18,BSC,37.94132489449724,FARM,https://apeswap.finance,2021-06-16,,,,some,Apeswap,BANANA,https://apeswap.finance,https://rugdoc.io/project/apeswap/
157,ADA,BNB,5096624.48,5.98,BSC,6.1619000489599784,FARM,https://autofarm.network,2021-06-16,,,,,,,,
158,ADA,BNB,67048.26,0,BSC,0.0,FARM,https://www.goosedefi.com,2021-06-16,,,,,Goose,GOOSE,https://www.goosedefi.com,https://www.certik.org/projects/ramenswap
159,ADA,BNB,2406.03,221.59,BSC,810.8433851658307,FARM,https://icecreamswap.finance,2021-06-16,x,3.0,,,Icecream,GLTO,https://icecreamswap.finance,https://swapicecream.gitbook.io/icecreamswap-2-0/audit-report
160,ADA,BNB,33209.17,134.93,BSC,284.5148187030421,FARM,https://pool.mochiswap.io,2021-06-16,x,,,low,Mochi,MOCHI,https://pool.mochiswap.io,https://rugdoc.io/project/mochiswap/
161,ADA,BNB,277.99,0.00,BSC,0.0,FARM,http://slime.finance,2021-06-16,,,,low,Slime,SLIME,http://slime.finance,https://rugdoc.io/project/slime/
162,ADA,BNB,255.88,319.71,BSC,2312.332576294749,FARM,https://www.jiggly.finance,2021-06-16,,,,low,Jiggly,JIGG,https://www.jiggly.finance,https://rugdoc.io/project/jiggly/
163,ADA,BNB,189277.07,13.49,BSC,14.439381472463285,FARM,https://app.swamp.finance,2021-06-16,,,,,,,,
164,ADA,BNB,3630984.94,1.76,BSC,1.7755360792323982,FARM,https://app.swamp.finance,2021-06-16,,,,,,,,
165,ADA,BNB,57868.22,3.74,BSC,3.81061920817769,FARM,https://swipe.org/farm,2021-06-16,,,,,,,,
166,ADA,BNB,278.16,0.00,BSC,0.0,FARM,https://biscuitfarm.finance,2021-06-16,,,,,,,,
167,ADA,BNB,14973.77,56.08,BSC,75.1319709527323,FARM,https://pumpy.farm,2021-06-16,,,,low,Pumpy,PMP,https://pumpy.farm,https://rugdoc.io/project/pumpy-farm/
168,ADA,BNB,1159.01,112.02,BSC,206.02130541081394,FARM,https://mooncakeswap.finance,2021-06-16,,,,low,Mooncake,MCAKE,https://mooncakeswap.finance,https://rugdoc.io/project/mooncakeswap/
169,ADA,BNB,1441.78,76.15,BSC,113.9787968267322,FARM,https://app.comos.finance/,2021-06-16,,,,,,,,
170,ADA,BNB,1402.51,284.30,BSC,1597.913162343842,FARM,https://pandayield.com,2021-06-16,,,,,,,,
171,ADA,BNB,19117.20,140.97,BSC,308.36235658905815,FARM,https://cheesecakeswap.com,2021-06-16,,,,,,,,
172,ADA,BNB,208.94,415.80,BSC,6145.803115905641,FARM,https://mouse.farm,2021-06-16,,,,,,,,
173,ADA,BNB,15785.97,84.07,BSC,131.57492774567393,FARM,https://thelab.finance,2021-06-16,x,,,low,The Lab,LABO,https://thelab.finance,https://rugdoc.io/project/thelab-finance/
174,ADA,BNB,3794.74,17.95,BSC,19.656610697969402,FARM,https://lokum.finance,2021-06-16,,,,high,Lokum,LKM,https://lokum.finance,https://rugdoc.io/project/lokum-finance/
175,ADA,BNB,3303.65,126.84,BSC,254.73512706852205,FARM,https://limeswap.io,2021-06-16,x,,,low,Lime,LIME,https://limeswap.io,https://rugdoc.io/project/limeswap-io/
176,ADA,BNB,48431.52,50.45,BSC,65.55804345209924,FARM,https://app.apache.finance/,2021-06-16,,,,,,,,
177,ADA,BNB,209948.37,128.74,BSC,261.5155664245321,FARM,https://farms.pandaswap.xyz,2021-06-16,,,,some,Pandaswap,PNDA,https://farms.pandaswap.xyz,https://rugdoc.io/project/pandaswap-xyz/
178,ADA,BNB,120644.01,4.90,BSC,5.021689683691988,FARM,https://farms.pandaswap.xyz,2021-06-16,,,,some,Pandaswap,PNDA,https://farms.pandaswap.xyz,https://rugdoc.io/project/pandaswap-xyz/
179,ADA,BNB,841395.95,68.63,BSC,98.50728061664647,FARM,https://pantherswap.com,2021-06-16,,,,low,Panther,PANTHER,https://pantherswap.com,https://rugdoc.io/project/pantherswap/
